TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
PR00196	ANNEXIN	0.00186062035786915	-6.28684532112827	4	2	0.0476190476190476	42	2330	176446,175714	nex-2,nex-1
PR00888	SM22CALPONIN	0.00186062035786915	-6.28684532112827	4	2	0.0476190476190476	42	2330	172996,171986	cpn-4,cpn-3
PR00299	ACRYSTALLIN	0.00213236698475709	-6.15052265580431	15	3	0.0714285714285714	42	2330	180895,186113,190317	hsp-43,hsp-17,Y55F3BR.6
PR01125	FMOXYGENASE5	0.0030655926761595	-5.78751435923041	5	2	0.0476190476190476	42	2330	176491,178596	fmo-3,fmo-5
PR01078	AMINACHANNEL	0.0057809073115064	-5.15319463430796	21	3	0.0714285714285714	42	2330	182851,181035,182852	delm-2,deg-1,acd-1
PR00370	FMOXYGENASE	0.00629168288440918	-5.06852669486404	7	2	0.0476190476190476	42	2330	176491,178596	fmo-3,fmo-5
PR01095	TASKCHANNEL	0.0105415930232046	-4.55242660656803	9	2	0.0476190476190476	42	2330	177727,173613	twk-8,sup-9
PR01640	PROFILINPLNT	0.0180257510729968	-4.01595392827441	1	1	0.0238095238095238	42	2330	180460	pfn-3
PR00392	PROFILIN	0.0180257510729968	-4.01595392827441	1	1	0.0238095238095238	42	2330	180460	pfn-3
PR01846	TRHRFAMILY	0.0180257510729968	-4.01595392827441	1	1	0.0238095238095238	42	2330	183056	trhr-1
PR00259	TMFOUR	0.0218213206305397	-3.82486777655263	13	2	0.0476190476190476	42	2330	192064,181567	tsp-11,tsp-8
PR01186	INTEGRINB	0.0357341746254708	-3.33164777566744	2	1	0.0238095238095238	42	2330	175504	pat-3
PR00597	GELSOLIN	0.0357341746254708	-3.33164777566744	2	1	0.0238095238095238	42	2330	179328	gsnl-1
PR01185	INTEGRINA	0.0357341746254708	-3.33164777566744	2	1	0.0238095238095238	42	2330	176240	pat-2
PR01703	MNSODISMTASE	0.0357341746254708	-3.33164777566744	2	1	0.0238095238095238	42	2330	181748	sod-3
PR01764	MAPKPHPHTASE	0.0357341746254708	-3.33164777566744	2	1	0.0238095238095238	42	2330	173904	vhp-1
PR00305	1433ZETA	0.0531307230217807	-2.93499993007093	3	1	0.0238095238095238	42	2330	181348	ftt-2
PR00347	THAUMATIN	0.0870095483852385	-2.44173741479535	5	1	0.0238095238095238	42	2330	185060	thn-1
PR00249	GPCRSECRETIN	0.0870095483852385	-2.44173741479535	5	1	0.0238095238095238	42	2330	175942	pdfr-1
PR01011	GLUTPROXDASE	0.11970404516424	-2.12273287280175	7	1	0.0238095238095238	42	2330	182513	gpx-3
PR00385	P450	0.134116898585979	-2.00904348182402	71	3	0.0714285714285714	42	2330	179550,178697,175053	cyp-29A2,cyp-32B1,cyp-37A1
PR00463	EP450I	0.138264641376845	-1.9785857391106	72	3	0.0714285714285714	42	2330	175053,178697,179550	cyp-37A1,cyp-32B1,cyp-29A2
PR01333	2POREKCHANEL	0.180713406997526	-1.71084288935194	43	2	0.0476190476190476	42	2330	173613,177727	sup-9,twk-8
PR00704	CALPAIN	0.211079137405189	-1.55552215703068	13	1	0.0238095238095238	42	2330	175326	clp-4
PR00008	DAGPEDOMAIN	0.211079137405189	-1.55552215703068	13	1	0.0238095238095238	42	2330	187844	R12G8.1
PR00193	MYOSINHEAVY	0.26678029795888	-1.32132981339873	17	1	0.0238095238095238	42	2330	179676	myo-3
PR00838	V5ALLERGEN	0.293172146567363	-1.22699531154717	19	1	0.0238095238095238	42	2330	183343	scl-6
PR00759	BASICPTASE	0.306018001108465	-1.18411135160816	20	1	0.0238095238095238	42	2330	179593	tag-290
PR00452	SH3DOMAIN	0.33102965990695	-1.1055473006499	22	1	0.0238095238095238	42	2330	185685	F42H10.3
PR01262	INNEXIN	0.36690527426717	-1.00265157250708	25	1	0.0238095238095238	42	2330	182801	inx-18
PR00837	V5TPXLIKE	0.36690527426717	-1.00265157250708	25	1	0.0238095238095238	42	2330	183343	scl-6
PR00320	GPROTEINBRPT	0.52873503796169	-0.637267846021184	41	1	0.0238095238095238	42	2330	180631	unc-78
PR00252	NRIONCHANNEL	0.789047234569464	-0.236929093553703	84	1	0.0238095238095238	42	2330	189903	pbo-5
PR00047	STROIDFINGER	0.802563193049649	-0.219944681845002	231	3	0.0714285714285714	42	2330	182602,181551,180265	nhr-155,nhr-3,nhr-79
PR00237	GPCRRHODOPSN	0.933064766958897	-0.0692806625817318	144	1	0.0238095238095238	42	2330	183056	trhr-1
PR01857	ADAMTSFAMILY	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR01320	KIRCHANNEL	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00167	CACHANNEL	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00881	L7ARS6FAMILY	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00683	SPECTRINPH	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00406	CYTB5RDTASE	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR01315	BATTENIN	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00389	PHPHLIPASEA2	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00376	IL1BCENZYME	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00391	PITRANSFER	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR02050	B14GALTRFASE	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00593	MTABOTROPICR	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00243	MUSCARINICR	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00106	DNAPOLB	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR01498	SHAWCHANNEL	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00255	NATPEPTIDER	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00799	TRANSAMINASE	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR01097	TRNSRECEPTRP	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00067	CATALASE	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00028	POUDOMAIN	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR01259	NACAEXCHNGR	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00372	FYWHYDRXLASE	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00319	GPROTEINB	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR01463	EAGCHANLFMLY	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR01772	JNKMAPKINASE	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00707	UBCTHYDRLASE	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00489	FRIZZLED	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00447	NATRESASSCMP	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00413	HADHALOGNASE	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00775	HEATSHOCK90	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR01347	EPHRIN	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00369	FLAVODOXIN	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00790	PAMONOXGNASE	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00195	DYNAMIN	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00502	NUDIXFAMILY	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00075	FACDDSATRASE	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR01271	HISDACETLASE	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00068	CUZNDISMTASE	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR00987	TRNASYNTHGLU	0.999999999998457	-1.5427257419405e-12	3	0	0	42	2330
PR01494	KV9CHANNEL	0.999999999998621	-1.37915993167113e-12	6	0	0	42	2330
PR00094	ADENYLTKNASE	0.999999999998621	-1.37915993167113e-12	6	0	0	42	2330
PR00387	PDIESTERASE1	0.999999999998621	-1.37915993167113e-12	6	0	0	42	2330
PR01657	MCMFAMILY	0.999999999998621	-1.37915993167113e-12	6	0	0	42	2330
PR00092	TYROSINASE	0.999999999998621	-1.37915993167113e-12	6	0	0	42	2330
PR00633	RCCNDNSATION	0.999999999998621	-1.37915993167113e-12	6	0	0	42	2330
PR00632	SONICHHOG	0.999999999998621	-1.37915993167113e-12	6	0	0	42	2330
PR01163	BETATUBULIN	0.999999999998621	-1.37915993167113e-12	6	0	0	42	2330
PR00399	SYNAPTOTAGMN	0.999999999998621	-1.37915993167113e-12	6	0	0	42	2330
PR00390	PHPHLIPASEC	0.999999999998621	-1.37915993167113e-12	6	0	0	42	2330
