TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
PR00318	GPROTEINA	4.90806129066513e-08	-16.8298017292711	22	8	0.125	64	2330	179806,179075,179546,179746,181442,189161,173759,179731	odr-3,gpa-10,gpa-1,gpa-13,gpa-6,gpa-18,gpa-11,gpa-8
PR00047	STROIDFINGER	0.00308503582571764	-5.78119200881778	231	14	0.21875	64	2330	184557,187661,181403,188210,185910,188212,188209,184560,183613,3565623,182733,180052,188975,185912	nhr-177,nhr-207,odr-7,nhr-214,nhr-187,nhr-26,nhr-272,nhr-178,nhr-167,nhr-52,nhr-124,nhr-51,nhr-226,nhr-188
PR00328	SAR1GTPBP	0.00464443934797588	-5.37208461411402	13	3	0.046875	64	2330	171765,183311,175121	arl-13,arl-6,arl-3
PR00783	MINTRINSICP	0.0236134643014102	-3.74593820838975	9	2	0.03125	64	2330	183121,183221	aqp-6,aqp-5
PR01588	THIKCHANNEL	0.0274678111588363	-3.59474046319869	1	1	0.015625	64	2330	179699	twk-14
PR00321	GPROTEING	0.0274678111588363	-3.59474046319869	1	1	0.015625	64	2330	181424	gpc-1
PR00080	SDRFAMILY	0.0408092803793628	-3.19884576315869	48	4	0.0625	64	2330	182329,184076,185096,187961	C06E4.6,F02C12.2,F28H7.2,T01G6.1
PR00699	TMPROTEINSRB	0.0546637600369397	-2.90655431129561	14	2	0.03125	64	2330	191783,188707	srb-1,sra-38
PR01161	TUBULIN	0.0696101190355476	-2.66484533376786	16	2	0.03125	64	2330	172717,181170	tba-6,tbb-4
PR01463	EAGCHANLFMLY	0.0801941892284534	-2.52330422024511	3	1	0.015625	64	2330	176297	tax-4
PR00389	PHPHLIPASEA2	0.0801941892284534	-2.52330422024511	3	1	0.015625	64	2330	182181	C03H5.4
PR00196	ANNEXIN	0.105491813590729	-2.24912192537318	4	1	0.015625	64	2330	183294	nex-4
PR01078	AMINACHANNEL	0.111707024229477	-2.19187569010816	21	2	0.03125	64	2330	184921,181035	degt-1,deg-1
PR00081	GDHRDH	0.133332361493885	-2.01491030936469	72	4	0.0625	64	2330	182329,184076,185096,187961	C06E4.6,F02C12.2,F28H7.2,T01G6.1
PR01262	INNEXIN	0.148997710661163	-1.9038243378449	25	2	0.03125	64	2330	171805,184979	inx-19,che-7
PR00094	ADENYLTKNASE	0.154049766098701	-1.87047957228725	6	1	0.015625	64	2330	181264	F13E6.2
PR00399	SYNAPTOTAGMN	0.154049766098701	-1.87047957228725	6	1	0.015625	64	2330	182427	snt-6
PR00387	PDIESTERASE1	0.154049766098701	-1.87047957228725	6	1	0.015625	64	2330	183125	pde-5
PR01163	BETATUBULIN	0.154049766098701	-1.87047957228725	6	1	0.015625	64	2330	181170	tbb-4
PR00633	RCCNDNSATION	0.154049766098701	-1.87047957228725	6	1	0.015625	64	2330	189769	nekl-1
PR00441	GPROTEINAI	0.177346158083002	-1.72965176090664	7	1	0.015625	64	2330	179806	odr-3
PR00721	STOMATIN	0.200010749509183	-1.60938416633253	8	1	0.015625	64	2330	191966	sto-3
PR01162	ALPHATUBULIN	0.243511566451371	-1.41259083676064	10	1	0.015625	64	2330	172717	tba-6
PR00360	C2DOMAIN	0.264380212894408	-1.33036701157208	11	1	0.015625	64	2330	182427	snt-6
PR01301	RGSPROTEIN	0.284681923275516	-1.25638278065315	12	1	0.015625	64	2330	174020	rgs-3
PR00176	NANEUSMPORT	0.284681923275516	-1.25638278065315	12	1	0.015625	64	2330	176304	dat-1
PR00259	TMFOUR	0.304431861546382	-1.18930798847744	13	1	0.015625	64	2330	192059	tsp-3
PR01012	NRPEPTIDEYR	0.304431861546382	-1.18930798847744	13	1	0.015625	64	2330	175131	npr-34
PR00252	NRIONCHANNEL	0.408389986513816	-0.895532711812453	84	3	0.046875	64	2330	177409,186307,187632	lgc-10,acc-3,acr-20
PR00697	TMPROTEINSRA	0.556329692109928	-0.586394189048906	29	1	0.015625	64	2330	186058	sra-13
PR00237	GPCRRHODOPSN	0.56633818998404	-0.568563870410542	144	4	0.0625	64	2330	179281,186155,175131,176124	srsx-34,frpr-9,npr-34,npr-17
PR00253	GABAARECEPTR	0.646081097454745	-0.436830245223111	37	1	0.015625	64	2330	186307	acc-3
PR00698	TMPROTEINSRG	0.665566059836477	-0.407117382607483	39	1	0.015625	64	2330	191835	srg-9
PR00320	GPROTEINBRPT	0.683994129211155	-0.379805944421048	41	1	0.015625	64	2330	173617	T05A8.5
PR01333	2POREKCHANEL	0.70142177184411	-0.354645901204471	43	1	0.015625	64	2330	179699	twk-14
PR00398	STRDHORMONER	0.70142177184411	-0.354645901204471	43	1	0.015625	64	2330	187661	nhr-207
PR00109	TYRKINASE	0.861865215401012	-0.148656383188194	70	1	0.015625	64	2330	179054	scd-2
PR00385	P450	0.865776996908965	-0.144127912923922	71	1	0.015625	64	2330	190065	cyp-33C11
PR00463	EP450I	0.869579684915951	-0.13974530486022	72	1	0.015625	64	2330	190065	cyp-33C11
PR01764	MAPKPHPHTASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00504	CHROMODOMAIN	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00141	PROTEASOME	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00679	PROHIBITIN	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00980	TRNASYNTHALA	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00685	TIFACTORIIB	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00077	GPDHDRGNASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00597	GELSOLIN	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01040	TRNASYNTHTYR	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01822	CCYSTOKININR	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01268	GSTRNSFRASEP	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01035	TCRTETA	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00984	TRNASYNTHILE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00986	TRNASYNTHVAL	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00776	HEMOGLOBNASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01160	GABAARBETA	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00789	OSIALOPTASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00149	FUMRATELYASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01459	KCNQCHANNEL	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00991	6PFRUCTKNASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00342	RHESUSRHD	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00481	LAMNOPPTDASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01039	TRNASYNTHTRP	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00660	ERLUMENR	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00653	ACTIVIN2R	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00417	PRTPISMRASEI	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00509	PGMPMM	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01626	LCACHANNELB	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00381	KINESINLIGHT	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01001	FADG3PDH	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00122	VACATPASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00714	MAN6PISMRASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00296	CYCLINKINASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00604	CYTCHRMECIAB	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00702	ACRIFLAVINRP	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00131	GLHYDRLASE1	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01186	INTEGRINB	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00805	ALPHACATENIN	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00686	TIFACTORIID	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00377	IMPHPHTASES	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01703	MNSODISMTASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00883	NUCLEARHMG	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00892	RABGDI	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00120	HATPASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01182	ORNDCRBXLASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01050	PYRUVTKNASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00616	CCAATSUBUNTB	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00189	TRNSTHYRETIN	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00891	RABGDIREP	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00717	GPCRKINASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00599	MAPEPTIDASE	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR00626	CALRETICULIN	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01038	TRNASYNTHARG	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01869	BCATNINFAMLY	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
PR01046	TRNASYNTHPRO	0.999999999998814	-1.18568544739406e-12	2	0	0	64	2330
