TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
PS50211	DENN	0.0003160510122587	-8.05960692620756	7	4	0.01	400	7024	174146,185870,180420,176945	lst-6,rme-4,aex-3,F53H1.3
PS00010	ASX_HYDROXYL	0.00216504687941165	-6.13531326445419	33	7	0.0175	400	7024	3565986,179770,176430,3564809,183369,179729,175632	nas-39,nid-1,mua-3,egas-4,C40H5.2,ZC116.3,B0393.5
PS51309	PABC	0.00323538312287614	-5.73360792747712	2	2	0.005	400	7024	172920,181473	pab-1,pab-2
PS51030	NUCLEAR_REC_DBD_2	0.00527548793435726	-5.24468410449359	255	25	0.0625	400	7024	172840,175462,187411,173641,188826,183181,188210,178685,187519,182533,180062,178813,187520,182297,180115,182276,191322,190264,191720,184235,191409,191203,178569,187822,4363091	nhr-69,nhr-6,nhr-123,nhr-88,nhr-221,nhr-162,nhr-214,nhr-86,nhr-204,nhr-152,nhr-102,nhr-57,nhr-125,nhr-150,nhr-112,nhr-76,hizr-1,nhr-239,nhr-38,nhr-262,nhr-256,nhr-252,nhr-99,nhr-132,nhr-286
PS50237	HECT	0.0118998011913202	-4.43123358561596	9	3	0.0075	400	7024	177486,176515,177084	hecd-1,oxi-1,eel-1
PS50200	RA	0.0162913935039306	-4.11711831650745	10	3	0.0075	400	7024	180863,171776,180611	R07E4.1,afd-1,rgl-1
PS00741	DH_1	0.0179763794565286	-4.01869663525823	4	2	0.005	400	7024	175756,181153	osg-1,vav-1
PS50032	KA1	0.0179763794565286	-4.01869663525823	4	2	0.005	400	7024	179912,184497	par-1,F14H3.12
PS01187	EGF_CA	0.0193775855276425	-3.94363826605793	28	5	0.0125	400	7024	176430,179770,3565986,175632,179729	mua-3,nid-1,nas-39,B0393.5,ZC116.3
PS00211	ABC_TRANSPORTER_1	0.0199373304773514	-3.9151614011766	49	7	0.0175	400	7024	174126,176733,184845,178559,171807,175864,171694	pmp-1,abce-1,pgp-13,abt-4,abtm-1,wht-7,haf-6
PS51864	ASTACIN	0.0216914907831412	-3.83083522514788	39	6	0.015	400	7024	175491,3565986,190803,174412,188819,186926	toh-1,nas-39,nas-30,nas-25,nas-5,nas-19
PS50086	TBC_RABGAP	0.0242636799534707	-3.71877469886292	20	4	0.01	400	7024	180444,181511,174900,180856	tbc-11,tbc-19,tbc-17,tbc-16
PS50102	RRM	0.024553344772842	-3.70690719072893	99	11	0.0275	400	7024	181473,173401,3565706,171656,174646,176922,177566,172920,173967,178489,175844	pab-2,etr-1,hrpl-1,cus-2,rsp-7,rbm-39,rsp-6,pab-1,tiar-1,uaf-2,nono-1
PS50030	UBA	0.0274414775324454	-3.59569963163949	12	3	0.0075	400	7024	182322,177084,179912	ubc-22,eel-1,par-1
PS51843	NR_LBD	0.0282214795232467	-3.56767190575153	251	22	0.055	400	7024	191203,191409,187822,178569,4363091,184235,182297,191322,182276,187520,182533,178813,180062,188210,178685,187519,172840,175462,187411,173641,188826,183181	nhr-252,nhr-256,nhr-132,nhr-99,nhr-286,nhr-262,nhr-150,hizr-1,nhr-76,nhr-125,nhr-152,nhr-57,nhr-102,nhr-214,nhr-86,nhr-204,nhr-69,nhr-6,nhr-123,nhr-88,nhr-221,nhr-162
PS50166	IMPORTIN_B_NT	0.0288394613104194	-3.54601064529672	5	2	0.005	400	7024	172110,179160	imb-1,xpo-1
PS50950	ZF_THAP	0.0288394613104194	-3.54601064529672	5	2	0.005	400	7024	175792,173945	B0336.7,cdc-14
PS50095	PLAT	0.0288394613104194	-3.54601064529672	5	2	0.005	400	7024	191362,174146	ZK616.8,lst-6
PS00031	NUCLEAR_REC_DBD_1	0.031126914776023	-3.46968240718111	183	17	0.0425	400	7024	175462,172840,173641,187411,183181,178685,178813,187520,180115,182297,182276,191322,190264,191720,191409,178569,4363091	nhr-6,nhr-69,nhr-88,nhr-123,nhr-162,nhr-86,nhr-57,nhr-125,nhr-112,nhr-150,nhr-76,hizr-1,nhr-239,nhr-38,nhr-256,nhr-99,nhr-286
PS50893	ABC_TRANSPORTER_2	0.0352660621520571	-3.34483418961898	55	7	0.0175	400	7024	171694,175864,178559,184845,171807,176733,174126	haf-6,wht-7,abt-4,pgp-13,abtm-1,abce-1,pmp-1
PS50089	ZF_RING_2	0.0361271583652963	-3.3207103871981	145	14	0.035	400	7024	179358,174051,172053,173590,176767,178094,178887,178734,176084,180800,174872,190702,173588,174939	rbx-1,C32D5.10,rnf-145,F43C11.8,trf-1,prx-2,tam-1,Y45G12B.2,ncl-1,vps-41,Y57A10A.31,Y75B8A.10,ZK1240.3,Y38F1A.2
PS51220	NIDO	0.0416483487864467	-3.17849355613844	6	2	0.005	400	7024	175632,179770	B0393.5,nid-1
PS50003	PH_DOMAIN	0.0489435732801073	-3.01708721014487	59	7	0.0175	400	7024	172870,179585,181511,181153,180121,173079,181524	F10G8.8,F38B7.3,tbc-19,vav-1,dkf-2,rga-2,akt-2
PS00658	FORK_HEAD_2	0.050032609962945	-2.9950802868846	15	3	0.0075	400	7024	172981,174721,172331	daf-16,unc-130,let-381
PS50826	RUN	0.0561473231528437	-2.87977627208024	7	2	0.005	400	7024	175037,174146	cup-14,lst-6
PS50125	GUANYLATE_CYCLASE_2	0.0567808921900658	-2.8685554149564	37	5	0.0125	400	7024	191648,191644,177584,175116,184797	gcy-15,gcy-6,gcy-8,gcy-29,gcy-20
PS01064	PYRIDOX_OXIDASE	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	175973	F57B9.1
PS50109	HIS_KIN	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	176226	pdhk-2
PS51058	ZF_CXXC	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	176645	Y75B8A.6
PS51163	YRDC	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	174981	Y48C3A.18
PS51553	GMPS_ATP_PPASE	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	174672	gmps-1
PS50113	PAC	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	178624	egl-2
PS50837	NACHT	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	188117	T05C3.2
PS00331	MALIC_ENZYMES	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	175079	men-1
PS50180	GAE	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	173304	apg-1
PS51229	DCUN1	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	175556	dcn-1
PS01016	GLYCOPROTEASE	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	175399	Y71H2AM.1
PS51158	ALPHA_KINASE	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	175871	efk-1
PS51416	MIB_HERC2	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	177486	hecd-1
PS01211	UPF0001	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	173906	F09E5.8
PS01313	LIPB	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	177729	lpl-1
PS51116	LAMININ_IVB	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	177292	lam-1
PS01262	IF1A	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	177254	eif-1.A
PS51148	AXH	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	187002	K04F10.1
PS00933	FGGY_KINASES_1	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	173747	R11F4.1
PS50993	NIDOGEN_G2	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	179770	nid-1
PS51046	GON	0.0569476082004425	-2.8656235882072	1	1	0.0025	400	7024	177850	gon-1
