TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_UP	GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_UP	5.17444578188408e-07	-14.4743634128301	60	13	0.0902777777777778	144	3519	177902,181715,176707,173654,174839,190078,177893,179850,174245,171710,3564807,259501,171755	tram-1,osm-1,cox-5A,Y25C1A.7,Y17G7B.3,cyh-1,pps-1,F53F4.10,B0495.7,mrpl-15,gsp-2,pdcd-2,tag-96
GO_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS	GO_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS	4.29863172295182e-05	-10.054628696873	43	9	0.0625	144	3519	177893,181464,172232,174385,176257,177354,175394,178872,174252	pps-1,C29F7.3,T19B4.3,pyr-1,unc-32,sams-4,Y71H2AM.6,adss-1,B0228.7
TTGCACT_MIR130A_MIR301_MIR130B	TTGCACT_MIR130A_MIR301_MIR130B	9.94249154271046e-05	-9.2161078174909	70	11	0.0763888888888889	144	3519	174093,177562,177238,175922,174090,178220,181464,173819,175853,178006,171782	dnj-8,sec-10,miro-1,dlc-1,icd-1,wdfy-3,C29F7.3,eas-1,cyk-3,let-70,abt-2
GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	0.000236312428565601	-8.35035577860102	32	7	0.0486111111111111	144	3519	177893,177354,175394,172232,178872,174252,176257	pps-1,sams-4,Y71H2AM.6,T19B4.3,adss-1,B0228.7,unc-32
GO_HOST	GO_HOST	0.000260553400886886	-8.25270272397159	4	3	0.0208333333333333	144	3519	172915,180770,172799	cup-2,ZC8.6,ile-1
GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	0.000277929764934987	-8.18814212031229	43	8	0.0555555555555556	144	3519	176733,178006,186828,175071,171891,179610,179691,177354	abce-1,let-70,K01A11.2,xrn-2,dnc-6,F55A11.1,tomm-20,sams-4
GO_MITOCHONDRIAL_MEMBRANE_PART	GO_MITOCHONDRIAL_MEMBRANE_PART	0.000283741505485676	-8.16744692623113	66	10	0.0694444444444444	144	3519	179691,176540,176001,176707,177238,179850,174696,177609,172363,178073	tomm-20,hmt-1,nuo-4,cox-5A,miro-1,F53F4.10,nuo-1,isp-1,nuo-2,M04B2.4
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP	PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP	0.00033831695572175	-7.99152736306189	80	11	0.0763888888888889	144	3519	179720,172799,178403,171782,174028,172915,179610,179653,172442,176703,175922	sel-1,ile-1,coq-3,abt-2,C30B5.2,cup-2,F55A11.1,F10C2.5,nars-1,spcs-2,dlc-1
MODULE_62	MODULE_62	0.000385419849688955	-7.86117729918743	45	8	0.0555555555555556	144	3519	176707,173176,179691,176257,179850,172363,174696,177609	cox-5A,pmr-1,tomm-20,unc-32,F53F4.10,nuo-2,nuo-1,isp-1
GO_GOLGI_MEMBRANE	GO_GOLGI_MEMBRANE	0.00042109419242885	-7.77265401432144	217	20	0.138888888888889	144	3519	179610,173176,177891,177526,176813,172778,172799,173819,175801,176231,180783,177675,173876,171867,176540,172171,174410,181150,180302,174352	F55A11.1,pmr-1,copg-1,R05G6.4,dbn-1,sac-1,ile-1,eas-1,arf-1.2,mig-22,apl-1,hst-1,pld-1,cogc-3,hmt-1,cln-3.2,rer-1,tmbi-4,gly-4,F22B5.10
