TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
GO:0034979	NAD-dependent protein deacetylase activity	0.00444650998576106	-5.41563576336952	11	2	0.0229885057471264	87	9362	185876,181723	sir-2.3,hda-4
GO:0033558	protein deacetylase activity	0.00623033155142869	-5.07832572907095	13	2	0.0229885057471264	87	9362	185876,181723	sir-2.3,hda-4
GO:0046872	metal ion binding	0.00685921892096189	-4.98216170364497	1648	25	0.28735632183908	87	9362	180015,177618,189472,185876,177095,174816,177350,185220,178220,266842,186431,174513,173891,181472,181393,178070,175506,172896,178829,172206,181274,187567,173118,187472,176554	C01G10.10,nhr-66,Y18D10A.3,sir-2.3,T26C12.1,F43G6.5,nhr-46,ilkp-1,wdfy-3,nsf-1,nhr-192,T15H9.6,ampd-1,cdk-4,F42F12.4,catp-8,ZK1058.3,wts-1,figl-1,cpd-1,plc-1,nhr-205,T27F6.6,M110.3,rsks-1
GO:0043169	cation binding	0.00770912408575444	-4.86535070541527	1663	25	0.28735632183908	87	9362	177095,185876,189472,177618,180015,185220,177350,174816,266842,178220,173891,186431,174513,181472,178070,181393,172896,178829,175506,172206,181274,187472,173118,176554,187567	T26C12.1,sir-2.3,Y18D10A.3,nhr-66,C01G10.10,ilkp-1,nhr-46,F43G6.5,nsf-1,wdfy-3,ampd-1,nhr-192,T15H9.6,cdk-4,catp-8,F42F12.4,wts-1,figl-1,ZK1058.3,cpd-1,plc-1,M110.3,T27F6.6,rsks-1,nhr-205
GO:0015367	oxoglutarate:malate antiporter activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	173414	misc-1
GO:0070325	lipoprotein particle receptor binding	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	179745	C15C8.4
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	172466	adsl-1
GO:0047623	adenosine-phosphate deaminase activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	173891	ampd-1
GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	175506	ZK1058.3
GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	172466	adsl-1
GO:0005229	intracellular calcium activated chloride channel activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	181328	ttyh-1
GO:0061778	intracellular chloride channel activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	181328	ttyh-1
GO:0005095	GTPase inhibitor activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	181274	plc-1
GO:0048019	receptor antagonist activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	179745	C15C8.4
GO:0003876	AMP deaminase activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	173891	ampd-1
GO:0030547	receptor inhibitor activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	179745	C15C8.4
GO:0018738	S-formylglutathione hydrolase activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	173220	Y48G10A.1
GO:0042283	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	174542	algn-8
GO:0018025	calmodulin-lysine N-methyltransferase activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	174982	Y48E1C.1
GO:0015139	alpha-ketoglutarate transmembrane transporter activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	173414	misc-1
GO:0050750	low-density lipoprotein particle receptor binding	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	179745	C15C8.4
GO:0052856	NADHX epimerase activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	189472	Y18D10A.3
GO:0008768	UDP-sugar diphosphatase activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	179337	C50F4.16
GO:0031404	chloride ion binding	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	174449	clh-5
GO:1990825	sequence-specific mRNA binding	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	179028	erfa-1
GO:0052857	NADPHX epimerase activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	189472	Y18D10A.3
GO:0005225	volume-sensitive anion channel activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	181328	ttyh-1
GO:0072320	volume-sensitive chloride channel activity	0.00929288613551071	-4.67850610319795	1	1	0.0114942528735632	87	9362	181328	ttyh-1
GO:0019213	deacetylase activity	0.00941350865519101	-4.66560953035541	16	2	0.0229885057471264	87	9362	181723,185876	hda-4,sir-2.3
GO:0016787	hydrolase activity	0.0164234926006018	-4.10904249352002	1676	24	0.275862068965517	87	9362	179039,259584,181586,173891,13187261,266842,190589,185220,174542,185876,173220,180015,178877,173118,181723,178522,179337,172206,181274,174860,177017,178829,178070,176765	ubh-1,F21D5.7,hex-5,ampd-1,F44E5.15,nsf-1,Y71F9AR.2,ilkp-1,algn-8,sir-2.3,Y48G10A.1,C01G10.10,abhd-5.2,T27F6.6,hda-4,haf-1,C50F4.16,cpd-1,plc-1,polg-1,vha-11,figl-1,catp-8,exo-1
GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity	0.0185003980362403	-3.98996303165686	2	1	0.0114942528735632	87	9362	181393	F42F12.4
GO:0042281	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	0.0185003980362403	-3.98996303165686	2	1	0.0114942528735632	87	9362	174542	algn-8
GO:0004662	CAAX-protein geranylgeranyltransferase activity	0.0185003980362403	-3.98996303165686	2	1	0.0114942528735632	87	9362	174999	Y48E1B.3
GO:0061711	N(6)-L-threonylcarbamoyladenine synthase activity	0.0185003980362403	-3.98996303165686	2	1	0.0114942528735632	87	9362	180015	C01G10.10
GO:0016149	translation release factor activity, codon specific	0.0185003980362403	-3.98996303165686	2	1	0.0114942528735632	87	9362	179028	erfa-1
GO:0015140	malate transmembrane transporter activity	0.0185003980362403	-3.98996303165686	2	1	0.0114942528735632	87	9362	173414	misc-1
GO:0016779	nucleotidyltransferase activity	0.0190585772161978	-3.96023803117101	110	4	0.0459770114942529	87	9362	174816,175506,174860,174513	F43G6.5,ZK1058.3,polg-1,T15H9.6
GO:0016407	acetyltransferase activity	0.0206242000394236	-3.88129013348093	63	3	0.0344827586206897	87	9362	178668,176756,179543	T10B5.4,acaa-2,jmjd-5
GO:0004652	polynucleotide adenylyltransferase activity	0.0222973162641035	-3.80328895465952	25	2	0.0229885057471264	87	9362	174816,174513	F43G6.5,T15H9.6
GO:0015078	proton transmembrane transporter activity	0.0242324959085778	-3.72006074043781	67	3	0.0344827586206897	87	9362	177017,180956,174449	vha-11,asg-2,clh-5
GO:0004519	endonuclease activity	0.0261566305066539	-3.64365256395146	69	3	0.0344827586206897	87	9362	176765,174542,13187261	exo-1,algn-8,F44E5.15
GO:0097108	hedgehog family protein binding	0.0276233110037551	-3.58909526114892	3	1	0.0114942528735632	87	9362	174274	ptc-1
GO:0004343	glucosamine 6-phosphate N-acetyltransferase activity	0.0276233110037551	-3.58909526114892	3	1	0.0114942528735632	87	9362	179543	jmjd-5
GO:0003827	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	0.0276233110037551	-3.58909526114892	3	1	0.0114942528735632	87	9362	175453	gly-14
GO:0008158	hedgehog receptor activity	0.0276233110037551	-3.58909526114892	3	1	0.0114942528735632	87	9362	174274	ptc-1
GO:0003985	acetyl-CoA C-acetyltransferase activity	0.0276233110037551	-3.58909526114892	3	1	0.0114942528735632	87	9362	176756	acaa-2
GO:0005254	chloride channel activity	0.0281606315591198	-3.56983032041823	71	3	0.0344827586206897	87	9362	6418643,174449,181328	best-23,clh-5,ttyh-1
GO:0004518	nuclease activity	0.0288369569516103	-3.54609748698648	125	4	0.0459770114942529	87	9362	13187261,174860,174542,176765	F44E5.15,polg-1,algn-8,exo-1
GO:0036094	small molecule binding	0.0307359104991753	-3.48232358488185	1404	20	0.229885057471264	87	9362	174563,181472,259584,173331,174508,177095,185876,189472,172405,190589,178627,174816,266842,174513,181495,176554,178522,178070,178829,172896	mtcu-2,cdk-4,F21D5.7,dus-2,eral-1,T26C12.1,sir-2.3,Y18D10A.3,E02D9.1,Y71F9AR.2,glb-33,F43G6.5,nsf-1,T15H9.6,obr-3,rsks-1,haf-1,catp-8,figl-1,wts-1
GO:0005253	anion channel activity	0.031315925597869	-3.46362850578969	74	3	0.0344827586206897	87	9362	174449,6418643,181328	clh-5,best-23,ttyh-1
GO:1901681	sulfur compound binding	0.031380821957726	-3.46155833833878	30	2	0.0229885057471264	87	9362	177095,179745	T26C12.1,C15C8.4
GO:0044769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	0.0333458968264545	-3.40082054787929	31	2	0.0229885057471264	87	9362	177017,180956	vha-11,asg-2
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	0.0348724394661464	-3.35605846186156	195	5	0.0574712643678161	87	9362	179543,176756,178668,175417,180015	jmjd-5,acaa-2,T10B5.4,Y53G8B.2,C01G10.10
GO:0003824	catalytic activity	0.0352117756798491	-3.34637471596355	4104	47	0.540229885057471	87	9362	181274,172206,181767,174860,178829,175506,172466,181393,176554,176543,174982,175453,181586,266842,13187261,185220,174999,174542,178668,177095,173220,189472,185876,176756,179039,181472,179337,179543,172039,177017,172896,178070,175417,176765,178877,173118,178522,181723,173891,174513,172405,190589,174816,180015,3565732,173331,259584	plc-1,cpd-1,F10D7.5,polg-1,figl-1,ZK1058.3,adsl-1,F42F12.4,rsks-1,pha-1,Y48E1C.1,gly-14,hex-5,nsf-1,F44E5.15,ilkp-1,Y48E1B.3,algn-8,T10B5.4,T26C12.1,Y48G10A.1,Y18D10A.3,sir-2.3,acaa-2,ubh-1,cdk-4,C50F4.16,jmjd-5,ZK973.11,vha-11,wts-1,catp-8,Y53G8B.2,exo-1,abhd-5.2,T27F6.6,haf-1,hda-4,ampd-1,T15H9.6,E02D9.1,Y71F9AR.2,F43G6.5,C01G10.10,C47B2.2,dus-2,F21D5.7
GO:0001224	RNA polymerase II transcription cofactor binding	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	172896	wts-1
GO:0030942	endoplasmic reticulum signal peptide binding	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	259584	F21D5.7
GO:0030976	thiamine pyrophosphate binding	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	177095	T26C12.1
GO:0015279	store-operated calcium channel activity	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	175221	orai-1
GO:0003988	acetyl-CoA C-acyltransferase activity	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	176756	acaa-2
GO:0017150	tRNA dihydrouridine synthase activity	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	173331	dus-2
GO:0004767	sphingomyelin phosphodiesterase activity	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	173118	T27F6.6
GO:0005119	smoothened binding	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	174274	ptc-1
GO:0051864	histone demethylase activity (H3-K36 specific)	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	179543	jmjd-5
GO:0001225	RNA polymerase II transcription coactivator binding	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	172896	wts-1
GO:0004711	ribosomal protein S6 kinase activity	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	176554	rsks-1
GO:0004661	protein geranylgeranyltransferase activity	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	174999	Y48E1B.3
GO:0016453	C-acetyltransferase activity	0.0366623933778986	-3.30600375288877	4	1	0.0114942528735632	87	9362	176756	acaa-2
GO:0043167	ion binding	0.0368005983851681	-3.30224117347293	2775	34	0.390804597701149	87	9362	179745,181274,172206,178829,175506,181393,187472,176554,186431,266842,178220,185220,177095,189472,177618,185876,174508,174563,181472,172896,178070,173118,187567,178522,173891,174513,172405,190589,174816,177350,180015,173331,259584,174449	C15C8.4,plc-1,cpd-1,figl-1,ZK1058.3,F42F12.4,M110.3,rsks-1,nhr-192,nsf-1,wdfy-3,ilkp-1,T26C12.1,Y18D10A.3,nhr-66,sir-2.3,eral-1,mtcu-2,cdk-4,wts-1,catp-8,T27F6.6,nhr-205,haf-1,ampd-1,T15H9.6,E02D9.1,Y71F9AR.2,F43G6.5,nhr-46,C01G10.10,dus-2,F21D5.7,clh-5
GO:0070566	adenylyltransferase activity	0.0395190807626542	-3.23097166642729	34	2	0.0229885057471264	87	9362	174816,174513	F43G6.5,T15H9.6
GO:0001223	transcription coactivator binding	0.045618406605654	-3.08744399027524	5	1	0.0114942528735632	87	9362	172896	wts-1
GO:0045296	cadherin binding	0.045618406605654	-3.08744399027524	5	1	0.0114942528735632	87	9362	171818	ctn-1
GO:0035312	5'-3' exodeoxyribonuclease activity	0.045618406605654	-3.08744399027524	5	1	0.0114942528735632	87	9362	176765	exo-1
GO:0008079	translation termination factor activity	0.045618406605654	-3.08744399027524	5	1	0.0114942528735632	87	9362	179028	erfa-1
GO:0015248	sterol transporter activity	0.045618406605654	-3.08744399027524	5	1	0.0114942528735632	87	9362	181495	obr-3
GO:0001221	transcription cofactor binding	0.045618406605654	-3.08744399027524	5	1	0.0114942528735632	87	9362	172896	wts-1
GO:0043024	ribosomal small subunit binding	0.045618406605654	-3.08744399027524	5	1	0.0114942528735632	87	9362	174508	eral-1
